Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/db/,19571,5,33,56.79025534660881,8.648916002130136,3207.788708008593,1.9994890399059833,64.49311160305813,0.016476703184062677,33,43,51,56,68,94,270,610,2400,2900,3200
,Aggregated,19571,5,33,56.79025534660881,8.648916002130136,3207.788708008593,1.9994890399059833,64.49311160305813,0.016476703184062677,33,43,51,56,68,94,270,610,2400,2900,3200
